Index	Disease_ID	Disease_name	Gene_symbol	Phenotypic_series_ID	Phenotypic_series_name	Tissue	Tissue_number	Clinical_manifestation	Pathogenesis
799	609981	Immunodeficiency 54	MCM4	PS300755	Immunodeficiency (Select Examples)	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
800	614675	Bone marrow failure syndrome 1	SRP72	PS614675	Bone marrow failure syndrome	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
801	210900	Bloom syndrome	BLM	PS210900	"Microcephaly, growth restriction and increased sister chromatid exchange"	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
802	612952	Aicardi-Goutieres syndrome 5	SAMHD1	PS225750	Aicardi-Goutieres syndrome	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	NA
803	616689	Dehydrated hereditary stomatocytosis 2	KCNN4			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
804	300853	"Immunodeficiency, X-linked, with magnesium defect, Epstein-Barr virus infection and neoplasia"	MAGT1			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	NA
805	608093	"Congenital disorder of glycosylation, type Ij"	DPAGT1	PS212065	"Congenital disorders of glycosylation, type I"	Blood and bone marrow	Blood and bone marrow (N=592)	NA	NA
806	300988	Immunodeficiency 50	MSN	PS300755	Immunodeficiency (Select Examples)	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
807	267500	Reticular dysgenesis	AK2			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
808	615617	Immunodeficiency 19	CD3D	PS300755	Immunodeficiency (Select Examples)	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
809	615285	"Neutropenia, severe congenital, 5, autosomal recessive"	VPS45	PS202700	"Neutropenia, severe congenital"	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
810	619101	Mismatch repair cancer syndrome 4	PMS2	PS276300	Mismatch repair cancer syndrome	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	NA
811	615555	Hyperprolactinemia	PRLR			Blood and bone marrow	Blood and bone marrow (N=592)	No	No
812	616435	"Fanconi anemia, complementation group T"	UBE2T	PS227650	Fanconi anemia	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
813	615550	?Diamond-Blackfan anemia 12	RPL15	PS105650	Diamond-Blackfan anemia	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
814	601859	"Autoimmune lymphoproliferative syndrome, type IB"	FASLG			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
815	601859	"Autoimmune lymphoproliferative syndrome, type IA"	FAS			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
816	601859	{Autoimmune lymphoproliferative syndrome}	FAS			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
817	185000	Overhydrated hereditary stomatocytosis	RHAG			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
818	615559	"Autoimmune lymphoproliferative syndrome, type III"	PRKCD			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
819	603585	"Congenital disorder of glycosylation, type IIf"	SLC35A1	PS212066	"Congenital disorders of glycosylation, type II"	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
820	604498	"Thrombocytopenia, congenital amegakaryocytic"	MPL			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
821	608799	"Congenital disorder of glycosylation, type Ie"	DPM1	PS212065	"Congenital disorders of glycosylation, type I"	Blood and bone marrow	Blood and bone marrow (N=592)	NA	NA
822	614700	"Immunodeficiency, common variable, 8, with autoimmunity"	LRBA	PS607594	"Immunodeficiency, common variable"	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
823	216340	Yunis-Varon syndrome	FIG4			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
824	617237	Immunodeficiency 49	BCL11B	PS300755	Immunodeficiency (Select Examples)	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
825	615399	?Paroxysmal nocturnal hemoglobinuria 2	PIGT	PS300818	Paroxysmal nocturnal hemoglobinuria	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	NA
826	614857	"Methylmalonic aciduria and homocystinuria, cblJ type"	ABCD4			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
827	147060	Hyper-IgE recurrent infection syndrome	STAT3	PS147060	Hyper-IgE recurrent infection syndrome	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	NA
828	277400	"Methylmalonic aciduria and homocystinuria, cblC type"	MMACHC			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
829	277400	"Methylmalonic aciduria and homocystinuria, cblC type, digenic"	PRDX1			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
830	233650	Combined cellular and humoral immune defects with granulomas	RAG1			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
831	233650	Combined cellular and humoral immune defects with granulomas	RAG2			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
832	615615	"Immunodeficiency 18, SCID variant"	CD3E	PS300755	Immunodeficiency (Select Examples)	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
833	615615	Immunodeficiency 18	CD3E	PS300755	Immunodeficiency (Select Examples)	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
834	616638	Smith-Kingsmore syndrome	MTOR			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	NA
835	610329	Aicardi-Goutieres syndrome 3	RNASEH2C	PS225750	Aicardi-Goutieres syndrome	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	NA
836	131300	Camurati-Engelmann disease	TGFB1			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
837	170100	Prolidase deficiency	PEPD			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
838	614450	"Hypothyroidism, congenital, nongoitrous, 6"	THRA	PS275200	"Hypothyroidism, congenital, nongoitrous"	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	No
839	618969	Immunodeficiency 70	IVNS1ABP	PS300755	Immunodeficiency (Select Examples)	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
840	263700	"Porphyria, congenital erythropoietic"	UROS			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
841	212066	"Congenital disorder of glycosylation, type IIa"	MGAT2	PS212066	"Congenital disorders of glycosylation, type II"	Blood and bone marrow	Blood and bone marrow (N=592)	NA	NA
842	258900	Orotic aciduria	UMPS			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
843	618963	"?Immunodeficiency 69, mycobacteriosis"	IFNG	PS300755	Immunodeficiency (Select Examples)	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
844	612336	"Thrombophilia due to protein S deficiency, autosomal dominant"	PROS1	PS188050	Thrombophilia	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	No
845	166900	"Ovalocytosis, SA type"	SLC4A1			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
846	182900	"Spherocytosis, type 1"	ANK1			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
847	300635	"Lymphoproliferative syndrome, X-linked, 2"	XIAP	PS308240	Lymphoproliferative syndrome	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
848	222700	Lysinuric protein intolerance	SLC7A7			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
849	309580	"Mental retardation-hypotonic facies syndrome, X-linked"	ATRX			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
850	613658	Rajab interstitial lung disease with brain calcifications 1	FARSB	PS613658	Rajab interstitial lung disease with brain calcifications	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	NA
851	617156	?Mitochondrial DNA depletion syndrome 15 (hepatocerebral type)	TFAM	PS603041	Mitochondrial DNA depletion syndrome	Blood and bone marrow	Blood and bone marrow (N=592)	No	No
852	209300	Atransferrinemia	TF			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	No
853	611283	Isobutyryl-CoA dehydrogenase deficiency	ACAD8			Blood and bone marrow	Blood and bone marrow (N=592)	NA	NA
854	611126	"Mitochondrial complex I deficiency, nuclear type 20"	ACAD9	PS252010	"Mitochondrial complex I deficiency, nuclear type"	Blood and bone marrow	Blood and bone marrow (N=592)	NA	NA
855	231200	"Bernard-Soulier syndrome, type C"	GP9	PS231200	"Bleeding disorder, platelet-type"	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
856	231200	"Bernard-Soulier syndrome, type A1 (recessive)"	GP1BA	PS231200	"Bleeding disorder, platelet-type"	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
857	231200	"Giant platelet disorder, isolated"	GP1BB	PS231200	"Bleeding disorder, platelet-type"	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
858	231200	"Bernard-Soulier syndrome, type B"	GP1BB	PS231200	"Bleeding disorder, platelet-type"	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
859	227645	"Fanconi anemia, complementation group C"	FANCC	PS227650	Fanconi anemia	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
860	227646	"Fanconi anemia, complementation group D2"	FANCD2	PS227650	Fanconi anemia	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
861	131950	"Epidermolysis bullosa simplex, Ogna type"	PLEC			Blood and bone marrow	Blood and bone marrow (N=592)	No	No
862	208900	Ataxia-telangiectasia	ATM			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
863	274000	Thrombocytopenia-absent radius syndrome	RBM8A			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
864	234200	Neurodegeneration with brain iron accumulation 1	PANK2	PS234200	Neurodegeneration with brain iron accumulation	Blood and bone marrow	Blood and bone marrow (N=592)	No	No
865	617638	Immunodeficiency 11B with atopic dermatitis	CARD11	PS300755	Immunodeficiency (Select Examples)	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
866	607236	HARP syndrome	PANK2			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
867	616913	"Bleeding disorder, platelet-type, 20"	SLFN14	PS231200	"Bleeding disorder, platelet-type"	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
868	618048	Proteasome-associated autoinflammatory syndrome 2	POMP	PS256040	Proteosome-associated autoinflammatory syndrome	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	NA
869	187950	Thrombocythemia 1	THPO	PS187950	Thrombocythemia	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
870	187950	"Thrombocythemia, somatic"	SH2B3	PS187950	Thrombocythemia	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
871	187950	"Thrombocythemia, somatic"	CALR	PS187950	Thrombocythemia	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
872	603147	"Congenital disorder of glycosylation, type Ic"	ALG6	PS212065	"Congenital disorders of glycosylation, type I"	Blood and bone marrow	Blood and bone marrow (N=592)	NA	NA
873	607330	Lathosterolosis	SC5D			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
874	616858	?Cowden syndrome 7	SEC23B	PS158350	Cowden disease	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	NA
875	155100	Macrothrombocytopenia and granulocyte inclusions with or without nephritis or sensorineural hearing loss	MYH9	PS231200	"Bleeding disorder, platelet-type"	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
876	206100	"Anemia, hypochromic microcytic, with iron overload 1"	SLC11A2	PS206100	"Anemia, hypochromic microcytic, with iron overload"	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
877	301500	Fabry disease	GLA			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
878	301500	"Fabry disease, cardiac variant"	GLA			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
879	224100	"Dyserythropoietic anemia, congenital, type II"	SEC23B	PS224120	"Anemia, congenital dyserythropoietic"	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
880	220110	"Mitochondrial complex IV deficiency, nuclear type 1"	SURF1	PS220110	"Mitochondrial complex IV deficiency, nuclear-type"	Blood and bone marrow	Blood and bone marrow (N=592)	No	No
881	618213	"Inflammatory bowel disease, immunodeficiency, and encephalopathy"	TGFB1			Blood and bone marrow	Blood and bone marrow (N=592)	NA	NA
882	618811	?Mitochondrial DNA depletion syndrome 18	SLC25A21	PS603041	Mitochondrial DNA depletion syndrome	Blood and bone marrow	Blood and bone marrow (N=592)	No	No
883	618549	"{?Hepatitis, fulminant viral, susceptibility to}"	IL18BP			Blood and bone marrow	Blood and bone marrow (N=592)	NA	NA
884	616553	"?Dyskeratosis congenita, autosomal dominant 6"	ACD	PS127550	Dyskeratosis congenita	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
885	616553	"?Dyskeratosis congenita, autosomal recessive 7"	ACD	PS127550	Dyskeratosis congenita	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
886	613075	"Macrocephaly, alopecia, cutis laxa, and scoliosis"	RIN2			Blood and bone marrow	Blood and bone marrow (N=592)	No	No
887	204200	"Ceroid lipofuscinosis, neuronal, 3"	CLN3	PS256730	Ceroid lipofuscinoses	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
888	617253	Seckel syndrome 10	NSMCE2	PS210600	Seckel syndrome	Blood and bone marrow	Blood and bone marrow (N=592)	No	No
889	612852	Interleukin 1 receptor antagonist deficiency	IL1RN			Blood and bone marrow	Blood and bone marrow (N=592)	NA	NA
890	601815	Phosphoglycerate dehydrogenase deficiency	PHGDH			Blood and bone marrow	Blood and bone marrow (N=592)	No	No
891	615952	"Autoimmune disease, multisystem, infantile-onset, 1"	STAT3	PS615952	"Autoimmune disease, multisystem, infantile-onset"	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	NA
892	609053	"Fanconi anemia, complementation group I"	FANCI	PS227650	Fanconi anemia	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
893	609054	"Fanconi anemia, complementation group J"	BRIP1	PS227650	Fanconi anemia	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
894	618310	?Diamond-Blackfan anemia 18	RPL18	PS105650	Diamond-Blackfan anemia	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
895	618313	?Diamond-Blackfan anemia 20	RPS15A	PS105650	Diamond-Blackfan anemia	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
896	609057	Nephropathy with pretibial epidermolysis bullosa and deafness	CD151			Blood and bone marrow	Blood and bone marrow (N=592)	No	No
897	300946	?Diamond-Blackfan anemia 14 with mandibulofacial dysostosis	TSR2	PS105650	Diamond-Blackfan anemia	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
898	259710	"Osteopetrosis, autosomal recessive 2"	TNFSF11	PS259700	"Osteopetrosis, autosomal recessive"	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	NA
899	208400	Aspartylglucosaminuria	AGA			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
900	606054	Propionicacidemia	PCCB			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
901	606054	Propionicacidemia	PCCA			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
902	239300	Hyperphosphatasia with mental retardation syndrome 1	PIGV	PS239300	Hyperphosphatasia with mental retardation syndrome	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	NA
903	614072	Hermansky-Pudlak syndrome 3	HPS3	PS203300	Hermansky-Pudlak syndrome	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
904	614073	Hermansky-Pudlak syndrome 4	HPS4	PS203300	Hermansky-Pudlak syndrome	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
905	614074	Hermansky-Pudlak syndrome 5	HPS5	PS203300	Hermansky-Pudlak syndrome	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
906	614075	Hermansky-Pudlak syndrome 6	HPS6	PS203300	Hermansky-Pudlak syndrome	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
907	614076	Hermansky-Pudlak syndrome 7	DTNBP1	PS203300	Hermansky-Pudlak syndrome	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
908	614077	Hermansky-Pudlak syndrome 8	BLOC1S3	PS203300	Hermansky-Pudlak syndrome	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
909	614171	?Hermansky-pudlak syndrome 9	BLOC1S6	PS203300	Hermansky-Pudlak syndrome	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
910	612561	Diamond-Blackfan anemia 6	RPL5	PS105650	Diamond-Blackfan anemia	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
911	612562	Diamond-Blackfan anemia 7	RPL11	PS105650	Diamond-Blackfan anemia	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
912	615593	?Immunodeficiency 16	TNFRSF4	PS300755	Immunodeficiency (Select Examples)	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
913	615597	"?Congenital disorder of glycosylation, type Ix"	STT3B	PS212065	"Congenital disorders of glycosylation, type I"	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	NA
914	609180	"Congenital disorder of glycosylation, type If"	MPDU1	PS212065	"Congenital disorders of glycosylation, type I"	Blood and bone marrow	Blood and bone marrow (N=592)	NA	NA
915	614749	Hyperphosphatasia with mental retardation syndrome 2	PIGO	PS239300	Hyperphosphatasia with mental retardation syndrome	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	NA
916	266120	"Anemia, hemolytic, due to UMPH1 deficiency"	NT5C3A			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
917	615888	"?Bleeding disorder, platelet-type, 18"	RASGRP2	PS231200	"Bleeding disorder, platelet-type"	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
918	300807	"Thrombophilia, X-linked, due to factor IX defect"	F9	PS188050	Thrombophilia	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	No
919	300807	"{Deep venous thrombosis, protection against}"	F9	PS188050	Thrombophilia	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	No
920	266265	"Congenital disorder of glycosylation, type IIc"	SLC35C1	PS212066	"Congenital disorders of glycosylation, type II"	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
921	120100	Familial cold inflammatory syndrome 1	NLRP3	PS120100	Familial cold autoinflammatory syndrome	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	NA
922	619130	"Thrombocytopenia, autosomal dominant, 7"	IKZF5	PS313900	Thrombocytopenia	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
923	222300	Wolfram syndrome 1	WFS1			Blood and bone marrow	Blood and bone marrow (N=592)	No	No
924	301000	Wiskott-Aldrich syndrome	WAS	PS300755	Immunodeficiency (Select Examples)	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
925	612922	"{Hemolytic uremic syndrome, atypical, susceptibility to, 2}"	CD46	PS235400	Hemolytic uremic syndrome	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	NA
926	612923	"{Hemolytic uremic syndrome, atypical, susceptibility to, 3}"	CFI	PS235400	Hemolytic uremic syndrome	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	NA
927	612924	"{Hemolytic uremic syndrome, atypical, susceptibility to, 4}"	CFB	PS235400	Hemolytic uremic syndrome	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	NA
928	612925	"{Hemolytic uremic syndrome, atypical, susceptibility to, 5}"	C3	PS235400	Hemolytic uremic syndrome	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	NA
