Process name,GO_id,Genes
RNA phosphodiester bond hydrolysis,GO:0090501,DIS3;RNASE12;RNASE9;RNASE8;PRORP;RPP21;SAMHD1;HELZ2;RNASE13;MRPL44;ANG;DICER1;POP4;RNASE6;RNASE7;ZC3H12A;RPP25;TSEN34;RNASE4;RNASE10;RNASEH2A;RNASE1;TSEN2;RPP38;POP7;RNASE11;DIS3L2;RPP14;PPP1R8;N4BP1;RNASEL;AZGP1;ERN2;RNASE2;DROSHA;RNASET2;RNASE3;POP5;
sphingolipid metabolic process,GO:0006665,CERS2;SERINC2;ALOXE3;SGPP1;ASAH1;FADS3;GAL3ST1;UGT8;ALOX12B;SGMS2;SPHK2;B4GALNT1;GBA;ACER3;SPHK1;SMPD2;ZPBP2;CERS6;SPTSSB;SGPL1;GM2A;ARV1;SFTPB;FA2H;CERK;SAMD8;B4GALT6;SGMS1;TH;SPTSSA;CERS1;ASAH2;ST8SIA1;CERKL;KDSR;SERINC5;AGK;UGCG;TEX2;PSAP;PSAPL1;SERINC3;SPTLC3;SERINC1;SMPD3;TECR;ACER1;SPTLC2;SPNS2;CERS3;B4GALT5;ACER2;GBA2;SPTLC1;CERS4;CERS5;GALC;
cartilage development,GO:0051216,BMP8B;SMAD5;ITGB8;EDN1;SULF2;LUM;CHI3L1;BMP3;GHRL;HOXA3;BMP8A;HOXD3;CHSY1;PKD1;BMP5;ZBTB16;BMP7;TYMS;BMPR1B;SOX5;IHH;TRIP11;CNMD;MATN3;BMP1;MSX1;ZEB1;HES5;COL2A1;SOX6;TAPT1;DDRGK1;SFRP2;MMP13;HYAL1;BMPR1A;TIMP1;CHRDL2;DLX2;SULF1;HYAL3;WNT5A;CREB3L2;CHST11;NOG;BMP2;COL11A2;MAPK3;SOX9;SMPD3;SATB2;WNT7A;BMP4;EVC;HYAL2;SMAD1;PRRX1;FBXW4;IL17F;MGP;HIF1A;GDF5;BMP6;ATP7A;HOXB3;TGFBR2;ESRRA;GDF2;COL11A1;MKKS;CD44;PITX1;SNORC;COMP;
smoothened signaling pathway,GO:0007224,BBS7;HES1;WNT10B;IFT20;STK36;SEPTIN2;GLI2;BOC;CFAP410;NKX2-2;IFT80;DISP3;HSPB11;DZIP1;HIPK1;GLI1;DHH;TCTN2;HIPK2;TMEM231;EVC2;TTC21B;IFT52;HES5;SMO;MAP3K10;ARL13B;CDON;EXT1;SUFU;NKX6-1;FKBP8;GPC2;ROR2;TMEM17;STIL;TBC1D32;NSDHL;DISP2;IFT57;IFT172;SHH;WDR19;TCTN3;PKD2L1;ARL3;FOXF1;KIAA0586;B9D1;IFT27;EVC;DZIP1L;HHAT;PTCH1;PAX6;DYRK2;RO60;GLI3;TTC26;TTBK2;PDX1;IQUB;TGFBR2;ULK3;CC2D2A;PTCHD1;PTPDC1;WDPCP;PTCH2;IHH;
positive regulation of BMP signaling pathway,GO:0030513,HES1;UBE2O;GPC3;ACVR2A;KCP;ENG;ZNF423;BMPR1B;GATA4;NOTCH2;RBPJ;CCN1;ILK;MSX1;HES5;CDH5;RNF165;FBXL15;FKBP8;NEO1;BMPR1A;ACVRL1;SULF1;TWSG1;ELAPOR2;FOXD1;BMP4;TBX20;ACVR2B;CRB2;SMAD4;GDF5;BMPR2;SOX11;PELO;GDF2;NOTCH1;NUMA1;SMAD2;
positive regulation of smooth muscle cell proliferation,GO:0048661,CCL5;MMP2;TRAF6;PDGFD;S1PR1;EDN1;ALOX12;AKT1;MYC;NPY5R;THBS1;TGM2;NOX1;NAMPT;PDGFB;PTGS2;CDH13;EGFR;IL18;ELANE;HES5;PTAFR;ID2;IRAK1;PHB;AIF1;MYD88;MNAT1;IGF1;CALCRL;MYB;RBPMS2;CYBA;FGF2;SKP2;ABCC4;FGFR2;PPARGC1A;HMGCR;CX3CL1;ITGA2;PDGFRB;IL13;HDAC4;IRAK4;SERPINF2;TNF;EREG;NR4A3;SMPD3;IL6;FOXP1;BMP4;JUN;HBEGF;MTOR;HMOX1;CCN4;STAT1;TGFBR2;AKR1B1;IL6R;
central nervous system myelination,GO:0022010,NKX6-2;PLP1;MYRF;KCNJ10;HES5;B4GALT5;ASPA;SOX10;CNTN2;MAG;NCSTN;B4GALT6;CNTNAP1;
regulation of cell differentiation,GO:0045595,CEBPB;;EID1;PTBP3;TFAP2B;RUNX2;FGFR1;LTBP4;SIK1;POU3F2;APC2;UNCX;APC;RUNX1;HES5;KLF4;SOX17;TBX19;BIRC2;PLEKHB1;PAX4;PTBP1;PPP2CA;FES;TCFL5;SOCS3;NRG1;RUNX3;CTNNB1;FADS1;SOX9;PPP2R1A;CEBPD;BMP4;CELA1;WNT3A;SPRY2;SPOCK2;BCL6;KLK6;TFAP2A;GLI3;NANOG;PLEKHB2;BCL6B;ST7;RAF1;LIF;
positive regulation of tyrosine phosphorylation of STAT protein,GO:0042531,CCL5;HES1;;HDAC1;IL15;IL31RA;FYN;IL23R;CSHL1;IFNG;GHR;CSH1;LEP;TSLP;IL4;CD40;TNFRSF1A;IL3;IL2;CLCF1;IL24;IL18;HES5;OSBP;IL21;PTK6;FLT3;IL6ST;HCLS1;PARP14;IGF1;TNFRSF18;HSF1;GH2;CSF1R;CTF1;JAK2;CSF2;ARL2BP;TNFSF18;IL13;SOCS3;ISL1;STAT3;HDAC2;TNF;LYN;PIBF1;FGFR3;CNTF;CSH2;IL6;PARP9;OSM;EPO;IFNA2;CRLF1;GH1;IL12A;ERBB4;STAP2;IL23A;KIT;IFNL1;IL20;HPX;IL6R;LIF;IL12B;
regulation of myelination,GO:0031641,TYMP;TENM4;AKT1;PTN;PTPRZ1;KIF14;HES5;LGI4;RARG;DLG1;NSUN5;CTNNB1;RARB;NCMAP;SIRT2;MTOR;NKX6-2;RARA;ZPR1;TG;TNFRSF1B;CYFIP1;
neural tube development,GO:0021915,SALL2;GDF7;HES1;TRIM71;TULP3;GLI2;ZNF358;NUP133;PKD1;SFRP1;PHGDH;GRHL2;TGFB1;DVL1;EPHA2;HES5;ZFP36L1;ALDH1A2;SFRP2;FKBP8;SEMA3C;PROX1;CECR2;PKD2;DCHS1;STIL;SALL4;TBC1D32;INTU;IFT172;WNT5A;NOG;PLXNA2;ITPK1;PLOD3;C2CD3;GLI3;INKA1;KDM6A;AMBRA1;NOTCH1;MED12;DACT1;
oligodendrocyte development,GO:0014003,EIF2B2;CD9;NKX2-2;ASCL1;EIF2B4;EIF2B5;TGFB1;MYRF;KCNJ10;HES5;OLIG1;PRDM8;WASF3;LPAR1;TPPP;EIF2B3;GSTP1;HDAC11;SHH;NSUN5;SOX10;GSN;LYN;HDAC10;ZNF488;EIF2B1;SOX11;MED12;
telencephalon development,GO:0021537,HES1;FGF8;AVPR2;CDH2;LHX1;SLC1A2;RFX4;LHX2;TCTN1;CDK5;SCN5A;HES5;ZDHHC16;SLC8A3;OXTR;FEZF1;EMX1;FEZF2;BMP2;BMP4;SIX3;RPGRIP1L;GLI3;AVPR1A;SLC8A1;NRGN;NKX2-1;KAT2A;
negative regulation of stem cell differentiation,GO:2000737,HES1;LBH;CDK13;ESRRB;CDK12;JAG1;HES5;HNRNPU;STAT3;ZFP36L2;H1-8;NOTCH1;TRIM6;YAP1;YTHDF2;
camera-type eye development,GO:0043010,MYF5;RAX;VAX1;GJA8;JAG1;HESX1;CRYBB2;FAT1;RAB3GAP1;BMPR1B;FOXE3;IHH;GRHL2;TMEM231;CYP1A1;MTNR1B;SLITRK6;LAMA1;NEUROD1;HES5;EFEMP1;NR2E1;ALDH1A2;ARHGAP35;FKBP8;TSKU;FOXC1;MED1;CRYAB;FOXC2;SHROOM2;RPE65;TBC1D32;CACNA1C;TWSG1;SHH;LIM2;MAB21L2;STRA6;B9D1;CRYBA4;HSF4;BMP4;CHD7;PAX6;VAX2;FBN2;PKNOX1;WT1;GLI3;RPGRIP1L;MAB21L1;PITX2;FBN1;PRSS56;CC2D2A;SKI;MITF;WDPCP;TBC1D20;SLC25A25;PAX2;MTERF4;
positive regulation of receptor signaling pathway via JAK-STAT,GO:0046427,CCL5;HES1;;AGAP2;IL10RB;CSHL1;GHR;F2R;LEP;CSH1;IL5;CRLF3;HES5;OCIAD1;GH2;CYP1B1;PRL;F2;CENPJ;TNF;CSH2;IL6;ADIPOR1;GH1;OCIAD2;ERBB4;KIT;IL10;IFNL1;IL10RA;IL26;AKR1B1;NOTCH1;
cell maturation,GO:0048469,HES1;CCL21;ANGPTL8;IL15;RUNX2;ASCL1;GBA;BTK;AXL;SOX18;HES5;BFSP1;IL21;GHRHR;RFX3;CEBPA;PTH1R;GATA2;VEGFA;CBFB;TUSC2;PPARG;LHX6;SOX10;CCL19;POU2F2;CTNNB1;FZD5;SOX8;GATA3;EPAS1;BFSP2;REN;BHLHA15;PLA2G3;IHH;
astrocyte differentiation,GO:0048708,PAX6;HES5;NKX2-2;STAT3;SOX6;S100B;NOTCH1;EIF2B5;
negative regulation of oligodendrocyte differentiation,GO:0048715,HES1;DLX2;DUSP10;HES5;NF1;CTNNB1;DAAM2;DRD3;DLX1;NOTCH1;TMEM98;
negative regulation of pro-B cell differentiation,GO:2000974,HES1;NOTCH1;HES5;
glial cell fate commitment,GO:0021781,;HES5;SOX2;NRG1;
negative regulation of astrocyte differentiation,GO:0048712,GPR37L1;F2;KDM4A;DAB1;HES5;MYCN;MBD1;NOG;NR2E1;NTRK3;
cytolysis,GO:0019835,GZMB;LYZL6;C8G;GSDMB;PRF1;MICA;C6;GZMA;PLA2G2A;C5;C8A;C7;MMD;LYZ;C9;C8B;MMD2;GZMH;GZMM;MICB;HMSD;
immune response-activating cell surface receptor signaling pathway,GO:0002429,BAG6;MICB;NCR3;
response to retinoic acid,GO:0032526,CTSH;DUSP1;CD38;GATA6;RXRA;ASCL1;RXRB;RBP4;IGF2R;TMEM161A;CDKN2D;KLF4;OVCA2;IGFBP2;LRAT;SUZ12;TIE1;SLC10A3;GJB2;RARG;OXT;WNT9B;PDGFRB;TRIML2;AQP3;SYNJ1;DNAAF2;RXRG;SP100;IGFBP7;WNT8B;PTCH1;SREBF1;NCOA1;GJA1;WNT8A;BMP6;RARA;HSD17B2;ASXL1;ACER2;CYP26A1;GDAP1;CYP26B1;MICB;PTGES;TRIM16;GDAP2;
gamma-delta T cell activation,GO:0046629,ITK;JAML;MICB;MICA;CXADR;
negative regulation of defense response to virus by host,GO:0050689,MUL1;MICB;TARBP2;
regulation of synaptic plasticity,GO:0048167,BAIAP2;GRIN2D;ERC2;FGF14;CPEB3;CX3CR1;PPP3CB;RIMS3;SHANK3;PTN;INS;CNTN4;P2RX3;CDK5;PSEN1;RAPGEF2;SIPA1L1;IGSF11;GRIN2B;LZTS1;BRSK1;ERC1;GIPC1;HRH1;PLK2;GRIN1;NFATC4;MAPT;CX3CL1;CALB1;ATF4;MEF2C;GRIN2A;EIF4EBP2;MAP1A;SYNGAP1;PTK2B;GRIN2C;NPAS4;ADGRB1;YWHAH;JPH3;ITPKA;AGER;RASGRF1;RIMS1;SCT;YWHAG;RARA;VGF;SCTR;MECP2;JPH4;RIMS2;KAT2A;
regulation of appetite,GO:0032098,GALP;HTR2C;SCT;SLC22A3;HTR4;SCTR;POMC;
diet induced thermogenesis,GO:0002024,MC4R;SCT;SORL1;TRPV1;UCP1;BMP8A;SCTR;ADRB2;TRPV4;ADRB1;OMA1;APPL2;
cellular water homeostasis,GO:0009992,SCT;AQP1;FSHR;SCTR;AQP4;CLN3;AQP11;
hippocampus development,GO:0021766,HDAC1;CDK5R2;CASP3;KCNA1;MAS1;EPHA5;NF2;EIF2B5;CDK5R1;OGDH;PAFAH1B1;SLC32A1;TSC1;PLXNA3;DCLK2;FEZ1;CDK5;KIF14;MDK;PPP1R9B;PTPRS;DAB1;NCOA1;UBA6;LEF1;ANXA3;MFSD2A;DLX1;HSD3B1;TSKU;KDM6B;SRD5A1;ALK;ATP2B4;BBS2;DLX2;RELN;HTR5A;LMX1A;EIF2B3;LHX5;WNT3A;NEFL;SRF;DCX;BBS4;EZH1;KIF5B;FGF13;CRKL;LRP8;HSD3B2;SCT;XRCC1;GLI3;SEMA6B;PHLPP2;RARA;EZH2;TENT2;BCAN;NME1;XRN2;NKX2-1;KIRREL3;CRK;MKKS;GSK3B;UQCRQ;
pancreatic juice secretion,GO:0030157,SCT;AQP1;COPA;NPR3;AQP5;UCN;CEL;
response to nutrient levels,GO:0031667,;PSPH;CPT1A;DNMT3A;MBD1;ATG7;CYBA;TH;PRL;ADIPOR2;UCP1;SZT2;PON1;MTOR;MMP7;AMBRA1;BECN1;MBD3;PAX2;WNT11;F7;CHSY1;SIRT6;MBD2;FOXO4;FOXO3;GH2;SOD1;FIS1;ACACB;ASNS;NTRK1;SORD;SIRT5;KAT2A;MAP1B;RPS6KB1;CSH1;LEP;CD40;TSC1;ADIPOQ;FGF21;GIP;PROX1;HMGCR;SLC10A1;ATF4;STAR;PTH;TPH2;CSH2;KRT18;REG1A;ALAD;GH1;SCT;PDX1;SOD2;EHMT2;OTC;SRC;GSS;IL15;ABCA1;CSHL1;GHRL;NR1H2;KDM4A;ABCG5;ABCG8;RARRES2;MEAK7;PPARGC1A;BGLAP;GSTP1;LCN2;COL1A1;MAP1LC3A;CYP8B1;SCTR;OPA1;CIDEB;
positive regulation of lipid catabolic process,GO:0050996,PRKCE;ANGPTL3;ADORA1;SCT;APOA5;APOA2;IL1B;ABHD5;
phosphatidylserine biosynthetic process,GO:0006659,PTDSS2;PTDSS1;SLC27A1;PLSCR1;
organic acid transmembrane transport,GO:1903825,SLC5A8;SLC29A4;SLC6A9;SLC6A15;
lactate transmembrane transport,GO:0035873,SLC16A1;SLC5A12;SLC16A8;SLC16A7;SLC16A3;SLC5A8;
NAD biosynthesis via nicotinamide riboside salvage pathway,GO:0034356,NAXE;PTGS2;RNLS;PARP16;NAXD;NAPRT;PTGIS;PARP10;NAMPT;PARP9;SLC5A8;NUDT12;SLC22A13;NNMT;
protein insertion into mitochondrial inner membrane,GO:0045039,TIMM10B;TIMM10;ROMO1;TIMM29;AGK;NDUFA13;TOMM70;TIMM8A;TIMM8B;TIMM22;TIMM13;TIMM9;
protein transmembrane transport,GO:0071806,TOMM22;MCL1;ABCA1;AZGP1;SEC61G;BLOC1S3;TIMM22;TMED10;
protein targeting to mitochondrion,GO:0006626,TOMM22;SLC25A6;TOMM34;TIMM10;TIMM17B;TIMM10B;DNAJC19;TOMM20;TOMM70;TIMM13;TIMM22;TIMM9;TIMM23;FBXO7;FIS1;TOMM5;BID;TSPO;MFF;AIP;TIMM8B;MFN2;BCAP31;TIMM44;PITRM1;MGARP;GDAP1;TOMM7;TIMM17A;TOMM40;MTERF4;
calcium activated phospholipid scrambling,GO:0061588,ANO6;ANO7;ANO4;PPP1R7;ANO3;ANO9;
chloride transport,GO:0006821,ANO6;ANO1;BEST1;CLIC1;GABRA4;GABRA2;GABRB1;ANO7;SLC26A9;GABRA6;GLRA3;GABRQ;CLCN4;BSND;GABRG1;CLNS1A;SLC26A3;GABRE;SLC12A2;CLCNKB;CLCC1;CLCN7;ANO5;TTYH3;FXYD3;CLDN17;GABRD;GABRR1;SLC12A5;BEST4;GLRA1;GABRA5;GLRB;CLCNKA;ANO4;CLIC2;GABRG2;PACC1;WNK4;BEST3;CLCA1;TTYH1;FXYD1;TTYH2;GABRB2;ANO9;PCYOX1;SLC26A8;CLDN4;CLCN1;NMUR1;GABRA3;ANO2;CLCA4;GABRR2;SLC26A6;TSPO;CLCN2;ANO10;CFTR;CLIC5;ANO8;GABRP;GABRB3;GABRR3;CLIC6;CLIC4;SLC4A1;CLCA2;SLC4A10;CLCN3;CLIC3;CLCN5;SLC26A7;BEST2;GLRA2;CLCN6;GABRA1;GABRG3;SLC26A1;
negative regulation of interleukin-12 production,GO:0032695,ACP5;CCR7;SLAMF1;LILRB1;JAK3;CMKLR1;NFKB1;MEFV;TIGIT;NOD2;ARRB2;THBS1;IL10;PIBF1;TLR8;IRAK3;LILRA5;C1QBP;
negative regulation of interleukin-13 production,GO:0032696,IFNA2;ARG2;SCGB1A1;IFNL1;TNFRSF21;LEF1;LILRA5;
positive regulation of interleukin-1 beta production,GO:0032731,NLRP2;USP50;CASP1;ORM1;IFNG;GBP5;NOD2;CD36;NLRP3;MNDA;LILRA2;NOD1;TMEM106A;STMP1;NLRP1;TLR6;CLEC7A;F2RL1;PYDC1;SMAD3;IL17A;LILRA5;LGALS9;HK1;APP;PYHIN1;TLR4;JAK2;HMGB1;AIM2;WNT5A;ISL1;EGR1;CCL19;STAT3;PANX1;TNF;IFI16;TLR8;P2RX7;FZD5;CARD8;IL6;MALT1;AGER;NLRP12;HSPB1;GSDMD;AZU1;PYCARD;CCL3;RIPK2;NLRC4;CASP8;INAVA;TYROBP;TRIM16;LPL;ORM2;
positive regulation of interleukin-10 production,GO:0032733,TLR2;CD46;NOD2;TSLP;IL4;CD83;ISG15;XCL1;TNFSF4;CLEC7A;F2RL1;TIGIT;HSPD1;LILRA5;LGALS9;TLR4;HMGB1;TUSC2;IL13;STAT3;CD40LG;PIBF1;IL6;PRKCZ;IRF4;IL20RB;HGF;IL23A;SYK;PYCARD;BCL3;TREM2;TLR9;CD28;CD34;INAVA;SASH3;IL12B;CD274;
positive regulation of tumor necrosis factor production,GO:0032760,CARD9;TLR2;NOD2;CD36;IFIH1;SETD4;SELENOK;FRMD8;NOD1;SPON2;PSEN1;PF4;MYD88;CCR2;MMP8;MAVS;CYBA;LILRA5;LGALS9;PTPRC;ARFGEF2;EPHB2;WNT5A;STAT3;HDAC2;DDX58;IL23A;PYCARD;CCL3;TLR9;TYROBP;SASH3;HAVCR2;PTPRJ;SPHK2;LRRK2;PTPN11;C1QTNF4;AKAP12;PTAFR;DDT;IL1A;APP;SPN;FADD;CYBB;CD2;DHX9;FZD5;MIF;IL33;ABCC8;SYK;TWIST1;OAS3;IFNG;LEP;LILRA2;TMEM106A;CLEC7A;MAPKAPK2;IL17A;TLR3;JAK2;HMGB1;ISL1;CCL19;PIK3R1;TIRAP;AGER;IFNGR1;HLA-E;CD14;RASGRP1;HDAC1;ORM1;THBS1;OAS1;ARHGEF2;TNFRSF8;TICAM1;HSPD1;LBP;NFATC4;CLU;LY96;TLR4;IL6;OAS2;RIPK1;ZBTB20;TLR1;HSPB1;AZU1;RIPK2;LPL;IL12B;ORM2;
positive regulation of inflammatory response,GO:0050729,;TLR2;SETD4;NMI;ADAM8;GPRC5B;PLA2G2A;IL21;S100A9;CCR2;LILRA5;DEFB114;SERPINE1;ITGA2;WNT5A;CCL24;TRADD;IL23A;CCL3;TLR9;IL16;ZBP1;TLR7;PDCD4;NFKBIA;TNFSF4;IL18;DDT;STAT5B;NAPEPLD;APP;DHX9;TNF;CDK19;TRPV4;TNIP1;ETS1;PLA2G7;IL33;MAPK13;CCL1;CEBPB;AGT;IFNG;IL1B;TGM2;AGTR1;ABCC1;TNFRSF1A;IL2;CEBPA;FABP4;TLR3;JAK2;IFI35;TLR10;TNFSF18;MGST2;PTGER4;HYAL2;IL15;GPSM3;IL1RL1;TSLP;S100A12;S100A8;EGFR;MDK;ZP3;SNCA;HSPD1;TLR4;CX3CL1;GPR4;NFKBIZ;CD47;OSM;RIPK1;CCN4;NLRP12;NLRP10;SUCNR1;LDLR;CLOCK;PDE2A;LPL;IL12B;
positive regulation of cell activation,GO:0050867,JAK2;CCN2;LILRA5;LILRA2;
positive regulation of calcium ion transport,GO:0051928,CCL5;STIM2;MYLK;ANK2;CRACR2A;F2R;LPAR3;LILRA2;FFAR1;TRPC6;LILRA5;CCL4;ORAI1;P2RX4;CREB3;ATP2B1;TSPO;CACNB2;WFS1;CAMK2A;HOMER1;CACNA1D;HCRT;CCL3;WNK3;MCHR1;ARRB2;CCR1;
positive regulation of protein tyrosine kinase activity,GO:0061098,CCL5;AGT;DVL2;GHRL;CD24;PAK2;GRM5;PTPN1;PDGFB;PRNP;AFAP1L2;EGF;GPRC5B;DLG3;ERBB3;ALKAL2;IL34;FCGR1A;LILRA5;CSF1R;EPHA4;RELN;DLG4;GREM1;NOX4;ACE;NRG1;UNC119;DOK7;SRCIN1;CASS4;ERCC6;EFNA1;ALKAL1;LRP8;GAS6;WNT3A;ABI1;NEDD9;
negative regulation of cell adhesion,GO:0007162,;DACT2;DUSP1;RIPOR2;PLXNB1;RND1;ADAM22;PLXNC1;CBLL1;DSCAM;TGFBI;CD164;ADAM10;PLXNA3;CDH13;MDK;DAB1;HRG;ERBB3;ANGPT1;SIPA1;PODXL;ARHGDIA;MUC21;LPXN;SEMA5A;ARHGDIG;SPN;SEMA4D;ADAMDEC1;EPHB2;MIA3;PLXNA4;PLXNB3;PLXNA2;PIK3R1;PLXNA1;TNC;ARHGDIB;RASA1;PDE3B;KNG1;FBLN1;PLXNB2;PLXND1;ACVRL1;
cellular glucuronidation,GO:0052695,UGT1A10;UGT1A3;UGT1A4;UGT1A7;UGT2A2;UGT1A9;UGT1A1;UGT2A3;UGT2B17;UGT2B15;UGT1A8;UGT1A6;UGT2A1;UGT2B7;ABHD10;UGT2B4;
positive regulation of translational fidelity,GO:0045903,EIF2S3B;RPS9;CDK5RAP1;EIF2S3;
regulation of cytokine production,GO:0001817,;BTN2A1;TLR5;TLR2;UBASH3A;BTN3A2;LTF;BTN1A1;MOG;HHLA2;ACE2;IGF2BP1;IGF2BP2;IGF2BP3;TLR6;BTNL9;VTCN1;BTNL3;TLR10;LRRC19;LYN;TLR8;F11R;CD276;ERMAP;LITAF;GPAM;GATA3;BTN3A1;CCN4;BCL6;TLR1;BTN2A2;CASP8;JPH4;SFTPD;BTNL8;SOCS1;TLR9;ICOSLG;BTNL2;TRAF3;MAP2K3;BTN3A3;BCL6B;IL12B;
cellular response to interleukin-1,GO:0071347,CCL5;CCL25;CHI3L1;MYC;TANK;MAPK11;CCL7;DAB2IP;KLF2;PCK1;CCL3L3;CCL4;HAS2;USP10;ICAM1;CCL24;CCL2;ANKRD1;PYCARD;CCL3;CCL21;ABCC2;GBP2;AKAP12;GBP1;RELA;HYAL1;CCL16;HYAL3;NR1D1;SOX9;CCL23;CCL11;NKX3-1;MAPK13;BMI1;CCL1;CCL8;CEBPB;GBP3;SIRPA;CCL26;CD40;XCL1;UPF1;CCL17;IL17A;FGG;RBMX;CCL19;RORA;CACTIN;KMO;CCL18;HYAL2;CXCL8;FGB;MYLK3;RC3H1;EDN1;NFKB1;XCL2;TFPI;CCL20;PTGIS;CCL3L1;SFRP1;CCL15;OTUB1;ZC3H12A;ACOD1;NLRP7;ADAMTS7;CX3CL1;LCN2;CCL13;CCL14;CAMP;CD47;HIF1A;CCL22;ADAMTS12;YY1;CCL4L2;
negative regulation of interleukin-1 beta production,GO:0032691,GHRL;NLRP3;CX3CR1;GIT1;FFAR1;GHSR;ACP5;FFAR4;ZC3H12A;NLRP7;IGF1;LILRB4;CD33;CX3CL1;PYDC2;GSTP1;ERRFI1;MEFV;TNFAIP3;PML;CARD8;SERPINB1;CPTP;APOA1;TREM2;CARD18;ARRB2;
negative regulation of cytokine production involved in inflammatory response,GO:1900016,CUEDC2;SIRPA;CHID1;APPL2;ABCD1;PDCD4;ABCD2;ZC3H12A;NLRP7;LILRB4;IL1R2;PPARA;MACIR;F2;NLRC3;MEFV;APOD;PYCARD;ADCY7;
negative regulation of protein processing,GO:0010955,SERPINE2;PRNP;USP17L2;MDM2;CHAC1;ACP4;GLG1;GAS1;NLRP7;MAGEA3;TMEM59;LRRK2;IL1R2;TMEM98;SNX12;
collagen-activated signaling pathway,GO:0038065,OSCAR;UBASH3B;ITGA2;ITGA11;
regulation of natural killer cell mediated cytotoxicity,GO:0042269,LEP;PIK3R6;NCR1;
regulation of alternative mRNA splicing_ via spliceosome,GO:0000381,;RBFOX2;FMR1;ZC3H10;RBM11;TRA2B;KHDRBS2;MBNL1;WTAP;NSRP1;KHDRBS3;SRSF2;HNRNPA1;DYRK1A;RBM7;RBM25;RNPS1;NOVA1;KHDRBS1;HNRNPL;SMU1;RBM5;CELF5;SRRM4;FXR2;REST;PTBP1;SAP18;RBM4;CELF3;DDX5;RBMY1A1;RBMX;RBM10;SRSF12;RBM8A;MYOD1;ZBTB7A;NOVA2;YTHDC1;CELF1;RBM15;MBNL3;CELF4;SRSF6;MAGOH;RBFOX1;PUF60;RBFOX3;RBM17;CELF2;FAM172A;FXR1;CELF6;DDX17;THRAP3;RBM15B;HNRNPU;RBM24;MBNL2;
dosage compensation by inactivation of X chromosome,GO:0009048,LRIF1;BRCA1;UPF1;METTL3;RBM15B;HNRNPU;YTHDC1;EXOSC10;RBM15;SMCHD1;
posttranscriptional regulation of gene expression,GO:0010608,TRIM71;ZC3H10;PUM2;RC3H1;LARP1;PER1;LARP4;EPB41L5;CDC37;ZC3H7A;PUM1;GCNT2;NUDT21;ZC3H7B;MATR3;NPM1;ATG14;RC3H2;ACE;TDRD7;YTHDC1;SPOUT1;CAV1;PARP9;NANOS1;FBXO4;METTL16;
mRNA splice site selection,GO:0006376,SRSF10;FMC1-LUC7L2;SRSF1;SRSF5;LUC7L3;CELF3;CELF5;RBMXL1;KHDC4;YTHDC1;CELF1;LUC7L;PTBP2;NOL3;CELF4;SRSF6;PUF60;SETX;CELF2;SRSF9;CELF6;LUC7L2;
regulation of mRNA splicing_ via spliceosome,GO:0048024,SRSF10;LARP7;KHDRBS2;KHDRBS3;SON;JMJD6;HNRNPK;KHDRBS1;SRPK1;TIA1;YTHDC1;C9orf78;SRPK2;RBM39;RBM23;SRSF3;QKI;CWC22;METTL16;SF1;
apoptotic signaling pathway,GO:0097190,RAI14;ADORA1;SENP1;CD5;IFI27L2;TICAM2;IFI27L1;CASP3;IFI27;ANXA6;CD38;TYROBP;TNFRSF25;CASP2;CASP8AP2;PTGIS;FAS;DAP;DIDO1;ITGAM;BBC3;BTK;BAK1;DAPL1;MAP3K5;PIDD1;SGPL1;IFI6;TM2D1;DAPK1;CD3E;FASLG;TICAM1;ST20;BAX;CFLAR;CASP1;TLR3;LY96;TLR4;FADD;P2RX4;FASTK;SHH;DAP3;TNF;CASP10;P2RX7;BAD;CAV1;PDCD6;PAWR;TFPT;DPF2;UACA;PPARD;MLLT11;RIPK1;RIPK3;UMOD;CRADD;NDUFA13;PRKCA;CASP8;CASP5;CD28;DAPK3;APAF1;CD14;HIP1;MOAP1;
spliceosomal tri-snRNP complex assembly,GO:0000244,;SRSF10;PRPF6;PRPF19;DDX20;SRSF12;PRPF3;CD2BP2;SART3;AAR2;USP4;PRPF31;LSM2;PRPF8;
negative regulation of NF-kappaB transcription factor activity,GO:0032088,RBCK1;CD200;ANXA4;UFL1;NOD2;PKHD1;PRDX2;PELI1;DAP;IRAK3;PIAS4;MAP2K5;BRMS1;DAB2IP;KLF4;IRAK1;CHP1;AIM2;FOXP3;TMIGD3;PYCARD;TLR9;NLRP2;CMKLR1;SPI1;HAVCR2;NFKBIA;PSMD10;ZNF675;COMMD7;FOXJ1;PRMT2;COMMD6;ITCH;NLRC3;TRAIP;ADORA3;PARP10;TRIM21;TMSB4X;NLRP3;CDK5RAP3;DDIT3;COMMD1;TRIM37;ARRB1;NLRP2B;MTURN;PYDC2;IRAK2;CYLD;GFI1;CACTIN;LRRC14;CDKN2A;TAX1BP1;ERBIN;TRAF3;SIRT1;OTULIN;NFKBIL1;NWD1;RWDD3;PTGIS;BMP7;TCEAL7;CHUK;ZC3H12A;PYDC1;ACOD1;NLRC5;CYP1B1;SETD6;CAT;TNFAIP3;TRIM40;DNAJA3;CARD8;USP7;NLRP12;ARRB2;SIVA1;
