"Disease_ID","Disease_name","Gene_symbol","Phenotypic_series_ID","Phenotypic_series_name","Tissue","Clinical_manifestation","Pathogenesis"
"614898","Spastic paraplegia 53, autosomal recessive","VPS37A","PS303350","Spastic paraplegia","Brain","Yes","NA"
"117360","Spinocerebellar ataxia 29, congenital nonprogressive","ITPR1","PS164400","Spinocerebellar ataxia","Brain","Yes","NA"
"614458","Thiamine metabolism dysfunction syndrome 5 (episodic encephalopathy type)","TPK1","PS249270","Thiamine-responsive dysfunction syndrome","Brain","Yes","NA"
"617601","Mental retardation, autosomal dominant 46","KCNQ5","PS156200","Mental retardation, autosomal dominant","Brain","Yes","NA"
"260300","Parkinson disease 15, autosomal recessive","FBXO7","PS168600","Parkinson disease","Brain","Yes","NA"
"609583","Joubert syndrome 4","NPHP1","PS213300","Joubert syndrome","Brain","Yes","NA"
"607596","Pontocerebellar hypoplasia type 1A","VRK1","PS607596","Pontocerebellar hypoplasia","Brain","Yes","NA"
"615938","Megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome 3","CCND2","PS603387","Megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome","Brain","Yes","NA"
"614820","Alternating hemiplegia of childhood 2","ATP1A3","PS104290","Alternating hemiplegia of childhood","Brain","Yes","NA"
"607681","Febrile seizures, familial, 8","GABRG2","PS121210","Seizures, familial febrile","Brain","Yes","NA"
"607681","Febrile seizures, familial, 8","GABRG2","PS600131","Epilepsy, childhood absence","Brain","Yes","NA"
"607681","Febrile seizures, familial, 8","GABRG2","PS604233","Epilepsy, generalized, with febrile seizures plus","Brain","Yes","NA"
"607681","Epilepsy, generalized, with febrile seizures plus, type 3","GABRG2","PS121210","Seizures, familial febrile","Brain","Yes","NA"
"607681","Epilepsy, generalized, with febrile seizures plus, type 3","GABRG2","PS600131","Epilepsy, childhood absence","Brain","Yes","NA"
"607681","Epilepsy, generalized, with febrile seizures plus, type 3","GABRG2","PS604233","Epilepsy, generalized, with febrile seizures plus","Brain","Yes","NA"
"300884","Developmental and epileptic encephalopathy 36","ALG13","PS212065","Congenital disorders of glycosylation, type I","Brain","Yes","NA"
"300884","Developmental and epileptic encephalopathy 36","ALG13","PS308350","Developmental and epileptic encephalopathy","Brain","Yes","NA"
"300884","?Congenital disorder of glycosylation, type Is","ALG13","PS212065","Congenital disorders of glycosylation, type I","Brain","Yes","NA"
"300884","?Congenital disorder of glycosylation, type Is","ALG13","PS308350","Developmental and epileptic encephalopathy","Brain","Yes","NA"
"614298","Neurodegeneration with brain iron accumulation 4","C19orf12","PS234200","Neurodegeneration with brain iron accumulation","Brain","Yes","NA"
"300882","Cornelia de Lange syndrome 5","HDAC8","PS122470","Cornelia de Lange syndrome","Brain","Yes","NA"
"183086","Spinocerebellar ataxia 6","CACNA1A","PS164400","Spinocerebellar ataxia","Brain","Yes","NA"
"614867","Peroxisome biogenesis disorder 5B","PEX2","PS214100","Peroxisome biogenesis disorder","Brain","Yes","NA"
"614866","Peroxisome biogenesis disorder 5A (Zellweger)","PEX2","PS214100","Peroxisome biogenesis disorder","Brain","Yes","NA"
"613954","Frontotemporal dementia and/or amyotrophic lateral sclerosis 6","VCP","PS105400","Amyotrophic lateral sclerosis","Brain","Yes","NA"
"613954","Frontotemporal dementia and/or amyotrophic lateral sclerosis 6","VCP","PS105550","Frontotemporal dementia and/or Amyotrophic Lateral Sclerosis","Brain","Yes","NA"
"617106","Developemental and epileptic encephalopathy 42","CACNA1A","PS308350","Developmental and epileptic encephalopathy","Brain","Yes","NA"
"614863","Peroxisome biogenesis disorder 4B","PEX6","PS214100","Peroxisome biogenesis disorder","Brain","Yes","NA"
"612337","Mental retardation, autosomal dominant 22","ZBTB18","PS156200","Mental retardation, autosomal dominant","Brain","Yes","NA"
"612073","Mitochondrial DNA depletion syndrome 5 (encephalomyopathic with or without methylmalonic aciduria)","SUCLA2","PS603041","Mitochondrial DNA depletion syndrome","Brain","Yes","NA"
"612379","Congenital disorder of glycosylation, type Iq","SRD5A3","PS212065","Congenital disorders of glycosylation, type I","Brain","Yes","NA"
"613812","Bile acid synthesis defect, congenital, 3","CYP7B1","PS607765","Bile acid synthesis defect, congenital","Brain","Yes","NA"
"614869","Usher syndrome, type IJ","CIB2","PS276900","Usher syndrome","Brain","Yes","NA"
"612075","Mitochondrial DNA depletion syndrome 8A (encephalomyopathic type with renal tubulopathy)","RRM2B","PS603041","Mitochondrial DNA depletion syndrome","Brain","Yes","NA"
"612075","Mitochondrial DNA depletion syndrome 8B (MNGIE type)","RRM2B","PS603041","Mitochondrial DNA depletion syndrome","Brain","Yes","NA"
"607361","Meckel syndrome 3","TMEM67","PS249000","Meckel syndrome","Brain","Yes","NA"
"617116","Epilepsy, familial focal, with variable foci 2","NPRL2","PS604364","Epilepsy, familial focal, with variable foci","Brain","Yes","NA"
"615075","Neurodevelopmental disorder with spastic diplegia and visual defects","CTNNB1","PS156200","Mental retardation, autosomal dominant","Brain","Yes","NA"
"615074","GAND syndrome","GATAD2B","PS156200","Mental retardation, autosomal dominant","Brain","Yes","NA"
"617113","Developmental and epileptic encephalopathy 43","GABRB3","PS308350","Developmental and epileptic encephalopathy","Brain","Yes","NA"
"607208","Dravet syndrome","SCN1A","PS308350","Developmental and epileptic encephalopathy","Brain","Yes","NA"
"616829","Congenital disorder of glycosylation, type IIp","TMEM199","PS212066","Congenital disorders of glycosylation, type II","Brain","Yes","NA"
"616828","Congenital disorder of glycosylation, type IIo","CCDC115","PS212066","Congenital disorders of glycosylation, type II","Brain","Yes","NA"
"615771","Cortical dysplasia, complex, with other brain malformations 6","TUBB","PS614039","Cortical dysplasia, complex, with other brain malformations","Brain","Yes","NA"
"617118","Epilepsy, familial focal, with variable foci 3","NPRL3","PS604364","Epilepsy, familial focal, with variable foci","Brain","Yes","NA"
"300672","Developmental and epileptic encephalopathy 2","CDKL5","PS308350","Developmental and epileptic encephalopathy","Brain","Yes","NA"
"612736","Cerebral creatine deficiency syndrome 2","GAMT","PS300352","Cerebral creatine deficiency syndrome","Brain","Yes","NA"
"300676","Mental retardation, X-linked, syndromic 14","UPF3B","PS309510","Mental retardation, X-linked syndromic","Brain","Yes","NA"
"617281","Developmental and epileptic encephalopathy 49","DENND5A","PS308350","Developmental and epileptic encephalopathy","Brain","Yes","NA"
"203700","Mitochondrial DNA depletion syndrome 4A (Alpers type)","POLG","PS603041","Mitochondrial DNA depletion syndrome","Brain","Yes","NA"
"300148","MEHMO syndrome","EIF2S3","PS309510","Mental retardation, X-linked syndromic","Brain","Yes","NA"
"204500","Ceroid lipofuscinosis, neuronal, 2","TPP1","PS256730","Ceroid lipofuscinoses","Brain","Yes","NA"
"616116","Mental retardation, autosomal recessive 46","NDST1","PS249500","Mental retardation, autosomal recessive","Brain","Yes","NA"
"105400","{Amyotrophic lateral sclerosis, susceptibility to}","DCTN1","PS105400","Amyotrophic lateral sclerosis","Brain","Yes","NA"
"105400","{Amyotrophic lateral sclerosis, susceptibility to}","PRPH","PS105400","Amyotrophic lateral sclerosis","Brain","Yes","NA"
"105400","Amyotrophic lateral sclerosis 1","SOD1","PS105400","Amyotrophic lateral sclerosis","Brain","Yes","NA"
"105400","?{Amyotrophic lateral sclerosis, susceptibility to}","NEFH","PS105400","Amyotrophic lateral sclerosis","Brain","Yes","NA"
"266510","Peroxisome biogenesis disorder 3B","PEX12","PS214100","Peroxisome biogenesis disorder","Brain","Yes","NA"
"300419","Mental retardation, X-linked 29 and others","ARX","PS309530","Mental retardation, nonsyndromic, X-linked","Brain","Yes","NA"
"101800","Acrodysostosis 1, with or without hormone resistance","PRKAR1A","PS101800","Acrodysostosis","Brain","Yes","NA"
"601390","Van Maldergem syndrome 1","DCHS1","PS601390","Van Maldergem syndrome","Brain","Yes","NA"
"610031","Cortical dysplasia, complex, with other brain malformations 7","TUBB2B","PS614039","Cortical dysplasia, complex, with other brain malformations","Brain","Yes","NA"
"256520","Neu-Laxova syndrome 1","PHGDH","PS256520","Neu-Laxova syndrome","Brain","Yes","NA"
"609340","Spastic paraplegia 28, autosomal recessive","DDHD1","PS303350","Spastic paraplegia","Brain","Yes","NA"
"613477","Developmental and epileptic encephalopathy 5","SPTAN1","PS308350","Developmental and epileptic encephalopathy","Brain","Yes","NA"
"601780","Ceroid lipofuscinosis, neuronal, 6","CLN6","PS256730","Ceroid lipofuscinoses","Brain","Yes","NA"
"175780","Brain small vessel disease with or without ocular anomalies","COL4A1","PS175780","Brain small vessel disease","Brain","Yes","NA"
"614678","Pontocerebellar hypoplasia, type 1B","EXOSC3","PS607596","Pontocerebellar hypoplasia","Brain","Yes","NA"
"614576","Congenital disorder of glycosylation, type IIl","COG6","PS212066","Congenital disorders of glycosylation, type II","Brain","Yes","NA"
"611091","Mental retardation, autosomal recessive 5","NSUN2","PS249500","Mental retardation, autosomal recessive","Brain","Yes","NA"
"611090","Intellectual developmental disorder, autosomal recessive 12","ST3GAL3","PS249500","Mental retardation, autosomal recessive","Brain","Yes","NA"
"611093","Mental retardation, autosomal recessive 7","TUSC3","PS249500","Mental retardation, autosomal recessive","Brain","Yes","NA"
"611092","Mental retardation, autosomal recessive, 6","GRIK2","PS249500","Mental retardation, autosomal recessive","Brain","Yes","NA"
"256850","Giant axonal neuropathy-1","GAN","PS256850","Giant axonal neuropathy","Brain","Yes","NA"
"616346","Developmental and epileptic encephalopathy 31","DNM1","PS308350","Developmental and epileptic encephalopathy","Brain","Yes","NA"
"616341","Developmental and epileptic encephalopathy 30","SIK1","PS308350","Developmental and epileptic encephalopathy","Brain","Yes","NA"
"616269","Mental retardation, autosomal recessive 48","SLC6A17","PS249500","Mental retardation, autosomal recessive","Brain","Yes","NA"
"616268","Arboleda-Tham syndrome","KAT6A","","","Brain","Yes","NA"
"617020","Developmental and epileptic encephalopathy 38","ARV1","PS308350","Developmental and epileptic encephalopathy","Brain","Yes","NA"
"612952","Aicardi-Goutieres syndrome 5","SAMHD1","PS225750","Aicardi-Goutieres syndrome","Brain","Yes","NA"
"617026","Pontocerebellar hypoplasia, type 2F","TSEN15","PS607596","Pontocerebellar hypoplasia","Brain","Yes","NA"
"616687","Charcot-Marie-Tooth disease, type 2Y","VCP","PS118220","Charcot-Marie-Tooth disease","Brain","Yes","NA"
"300857","Amyotrophic lateral sclerosis 15, with or without frontotemporal dementia","UBQLN2","PS105400","Amyotrophic lateral sclerosis","Brain","Yes","NA"
"300850","Mental retardation, X-linked 90","DLG3","PS309530","Mental retardation, nonsyndromic, X-linked","Brain","Yes","NA"
"616680","Spastic paraplegia 75, autosomal recessive","MAG","PS303350","Spastic paraplegia","Brain","Yes","NA"
"616683","Leukodystrophy, hypomyelinating, 12","VPS11","PS312080","Leukodystrophy, hypomyelinating","Brain","Yes","NA"
"617432","Mental retardation, autosomal recessive 60","TAF13","PS249500","Mental retardation, autosomal recessive","Brain","Yes","NA"
"608093","Congenital disorder of glycosylation, type Ij","DPAGT1","PS212065","Congenital disorders of glycosylation, type I","Brain","Yes","NA"
"300243","Mental retardation, X-linked syndromic, Christianson type","SLC9A6","PS309510","Mental retardation, X-linked syndromic","Brain","Yes","NA"
"615851","Pontocerebellar hypoplasia, type 2E","VPS53","PS607596","Pontocerebellar hypoplasia","Brain","Yes","NA"
"615282","Cortical dysplasia, complex, with other brain malformations 2","KIF5C","PS614039","Cortical dysplasia, complex, with other brain malformations","Brain","Yes","NA"
"616516","Emery-Dreifuss muscular dystrophy 3, autosomal recessive","LMNA","PS310300","Emery-Dreifuss muscular dystrophy","Brain","Yes","NA"
"615859","Developmental and epileptic encephalopathy 23","DOCK7","PS308350","Developmental and epileptic encephalopathy","Brain","Yes","NA"
"615286","Mental retardation, autosomal recessive 36","ADAT3","PS249500","Mental retardation, autosomal recessive","Brain","Yes","NA"
"610253","Kleefstra syndrome 1","EHMT1","PS156200","Mental retardation, autosomal dominant","Brain","Yes","NA"
"610253","Kleefstra syndrome 1","EHMT1","PS610253","Kleefstra syndrome","Brain","Yes","NA"
"600143","Ceroid lipofuscinosis, neuronal, 8","CLN8","PS256730","Ceroid lipofuscinoses","Brain","Yes","NA"
"300486","Mental retardation, X-linked, with cerebellar hypoplasia and distinctive facial appearance","OPHN1","PS309510","Mental retardation, X-linked syndromic","Brain","Yes","NA"
"615552","Episodic pain syndrome, familial, 3","SCN11A","PS615040","Familial episodic pain syndrome","Brain","Yes","NA"
"156610","Symmetric circumferential skin creases, congenital, 1","TUBB","PS156610","Skin creases, congenital symmetric circumferential","Brain","Yes","NA"
"615491","Spastic paraplegia 79, autosomal recessive","UCHL1","PS303350","Spastic paraplegia","Brain","Yes","NA"
"257320","Lissencephaly 2 (Norman-Roberts type)","RELN","PS607432","Lissencephaly","Brain","Yes","NA"
"614706","Ceroid lipofuscinosis, neuronal, 11","GRN","PS256730","Ceroid lipofuscinoses","Brain","Yes","NA"
"614707","Brown-Vialetto-Van Laere syndrome 2","SLC52A2","PS211530","Brown-Vialetto-Van Laere syndrome","Brain","Yes","NA"
"616193","Mental retardation, autosomal recessive 47","FMN2","PS249500","Mental retardation, autosomal recessive","Brain","Yes","NA"
"615643","Neurodegeneration with brain iron accumulation 6","COASY","PS234200","Neurodegeneration with brain iron accumulation","Brain","Yes","NA"
"608799","Congenital disorder of glycosylation, type Ie","DPM1","PS212065","Congenital disorders of glycosylation, type I","Brain","Yes","NA"
"614701","Cornelia de Lange syndrome 4","RAD21","PS122470","Cornelia de Lange syndrome","Brain","Yes","NA"
"611895","Amyotrophic lateral sclerosis 9","ANG","PS105400","Amyotrophic lateral sclerosis","Brain","Yes","NA"
"603194","Meckel syndrome 2","TMEM216","PS249000","Meckel syndrome","Brain","Yes","NA"
"272430","Cold-induced sweating syndrome 1","CRLF1","PS272430","Cold-induced sweating syndrome","Brain","Yes","NA"
"614859","Peroxisome biogenesis disorder 3A (Zellweger)","PEX12","PS214100","Peroxisome biogenesis disorder","Brain","Yes","NA"
"600363","Spastic paraplegia 6, autosomal dominant","NIPA1","PS303350","Spastic paraplegia","Brain","Yes","NA"
"270685","Silver spastic paraplegia syndrome","BSCL2","PS303350","Spastic paraplegia","Brain","Yes","NA"
"309510","Partington syndrome","ARX","PS309510","Mental retardation, X-linked syndromic","Brain","Yes","NA"
"615829","Xia-Gibbs syndrome","AHDC1","","","Brain","Yes","NA"
"608776","Congenital disorder of glycosylation, type Il","ALG9","PS212065","Congenital disorders of glycosylation, type I","Brain","Yes","NA"
"610759","Cornelia de Lange syndrome 3","SMC3","PS122470","Cornelia de Lange syndrome","Brain","Yes","NA"
"617339","Developmental and epileptic encephalopathy 51","MDH2","PS308350","Developmental and epileptic encephalopathy","Brain","Yes","NA"
"608779","Congenital disorder of glycosylation, type IIe","COG7","PS212066","Congenital disorders of glycosylation, type II","Brain","Yes","NA"
"610329","Aicardi-Goutieres syndrome 3","RNASEH2C","PS225750","Aicardi-Goutieres syndrome","Brain","Yes","NA"
"613855","Episodic ataxia, type 5","CACNB4","PS160120","Episodic ataxia","Brain","Yes","NA"
"606943","Usher syndrome, type 1G","USH1G","PS276900","Usher syndrome","Brain","Yes","NA"
"270750","Spastic paraplegia 23","DSTYK","PS303350","Spastic paraplegia","Brain","Yes","NA"
"614254","Neurodevelopmental disorder with or without hyperkinetic movements and seizures, autosomal dominant","GRIN1","","","Brain","Yes","NA"
"614255","NESCAV syndrome","KIF1A","","","Brain","Yes","NA"
"615426","Amyotrophic lateral sclerosis 20","HNRNPA1","PS105400","Amyotrophic lateral sclerosis","Brain","Yes","NA"
"105150","Cerebral amyloid angiopathy","CST3","","","Brain","Yes","NA"
"212066","Congenital disorder of glycosylation, type IIa","MGAT2","PS212066","Congenital disorders of glycosylation, type II","Brain","Yes","NA"
"181350","Emery-Dreifuss muscular dystrophy 2, autosomal dominant","LMNA","PS310300","Emery-Dreifuss muscular dystrophy","Brain","Yes","NA"
"300434","Stocco dos Santos X-linked mental retardation syndrome","SHROOM4","PS309510","Mental retardation, X-linked syndromic","Brain","Yes","NA"
"309585","Wilson-Turner syndrome","LAS1L","PS309510","Mental retardation, X-linked syndromic","Brain","Yes","NA"
"309583","Mental retardation, X-linked, Snyder-Robinson type","SMS","PS309510","Mental retardation, X-linked syndromic","Brain","Yes","NA"
